"CAINC1 Personal Income Summary: Personal Income, Population, Per Capita Personal Income"
"" 
"Bureau of Economic Analysis" 
"Metropolitan Statistical Area"
"GeoFips","GeoName","LineCode","Description","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999"
"13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)","2","Population (persons) 1/",862076,861973,858219,859337,863666,869074,872990,879812,882893,886556,891067,901517,911803,923335,934428,944372,952500,960026,968885,976656
"13820","Birmingham-Hoover, AL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9123,9929,10522,11164,12201,13095,13812,14533,15681,17068,18234,18915,20059,20751,21918,23152,24236,25367,26849,27818
"13900","Bismarck, ND (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",787706,921885,1001669,1069438,1115267,1138997,1183621,1232541,1233106,1343461,1425855,1483279,1625437,1725991,1808782,1898691,2016600,2097496,2261590,2357355
"13900","Bismarck, ND (Metropolitan Statistical Area)","2","Population (persons) 1/",82690,83333,84582,86386,87741,87927,87741,86699,86285,86247,86329,87112,88603,90124,91123,92442,93781,94705,95784,96321
"13900","Bismarck, ND (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9526,11063,11843,12380,12711,12954,13490,14216,14291,15577,16517,17027,18345,19151,19850,20539,21503,22148,23611,24474
"13980","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",932171,1027128,1109259,1213826,1354690,1449323,1540515,1643228,1783366,1911978,1988502,2014971,2126781,2210955,2335491,2458325,2539609,2719521,2858604,3036037
"13980","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *","2","Population (persons) 1/",130226,131772,132202,132324,133483,134236,135376,136318,138426,139471,141184,141780,142774,143594,144923,145498,146082,146943,149066,150727
"13980","Blacksburg-Christiansburg, VA (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",7158,7795,8391,9173,10149,10797,11380,12054,12883,13709,14084,14212,14896,15397,16115,16896,17385,18507,19177,20143
"14010","Bloomington, IL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1199558,1366984,1466272,1499338,1671567,1747075,1810363,1901031,2032826,2296948,2472632,2540171,2787428,2888092,3126865,3285082,3527705,3723651,3953456,4272750
"14010","Bloomington, IL (Metropolitan Statistical Area)","2","Population (persons) 1/",119354,119963,120379,121622,122295,122918,122638,124317,126021,127624,129715,132200,134198,136831,138613,140945,142363,144342,146526,149135
"14010","Bloomington, IL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10050,11395,12180,12328,13668,14213,14762,15292,16131,17998,19062,19215,20771,21107,22558,23308,24780,25797,26981,28650
"14020","Bloomington, IN (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",875590,983597,1049632,1124867,1235117,1322254,1432339,1539923,1662395,1831845,1963426,2070731,2233800,2333948,2448178,2579856,2741973,2919063,3113509,3266459
"14020","Bloomington, IN (Metropolitan Statistical Area)","2","Population (persons) 1/",115057,116537,117520,118037,117945,118146,119043,120497,122111,124856,126773,127983,130131,132395,134678,136275,137794,139271,140527,141770
"14020","Bloomington, IN (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7610,8440,8932,9530,10472,11192,12032,12780,13614,14672,15488,16180,17166,17629,18178,18931,19899,20960,22156,23041
"14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",659398,734265,785807,836923,902402,965954,1015938,1072407,1156290,1262724,1318551,1386457,1474922,1527400,1566890,1618697,1676366,1731032,1808105,1851435
"14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",78787,79211,79223,79674,79135,78679,78729,78718,79446,80226,81113,81669,82381,82802,82801,83012,83013,82914,82623,82449
"14100","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8369,9270,9919,10504,11403,12277,12904,13623,14554,15740,16256,16977,17904,18446,18924,19500,20194,20877,21884,22456
"14260","Boise City, ID (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2715190,2992865,3202197,3471725,3767611,4037683,4163993,4380898,4809880,5292858,5757151,6186865,6934761,7750940,8604211,9363965,9900474,10425733,11423208,12429761
"14260","Boise City, ID (Metropolitan Statistical Area)","2","Population (persons) 1/",281376,285918,289363,292391,297051,301145,302755,303727,306455,312962,322316,335378,347646,364123,380160,395382,409471,422797,438421,452837
"14260","Boise City, ID (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9650,10468,11066,11874,12683,13408,13754,14424,15695,16912,17862,18447,19948,21287,22633,23683,24179,24659,26055,27449
"14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",43921452,49271786,54290274,59199900,67016058,72686413,78488998,85049895,93972761,99301380,102262812,103975559,109710065,114095209,119824758,127433681,135889771,144739232,154901873,166168746
"14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","2","Population (persons) 1/",3946114,3966836,3977211,4006648,4038686,4071845,4088650,4104797,4125293,4139484,4137302,4128150,4137692,4163698,4189180,4230795,4265564,4302696,4337751,4369743
"14460","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",11130,12421,13650,14775,16594,17851,19197,20720,22780,23989,24717,25187,26515,27402,28603,30121,31857,33639,35710,38027
"14500","Boulder, CO (Metropolitan Statistical Area) *","1","Personal income (thousands of dollars)",2217801,2556325,2822610,3095368,3452403,3621559,3793647,4022785,4339346,4740937,5074432,5390167,5960244,6429321,6968605,7546846,8159812,8878042,9768065,10702869
"14500","Boulder, CO (Metropolitan Statistical Area) *","2","Population (persons) 1/",190935,195705,200827,206440,211206,213942,215971,218024,219915,223507,226374,232846,240430,247405,254324,259520,264630,270744,277562,285901
"14500","Boulder, CO (Metropolitan Statistical Area) *","3","Per capita personal income (dollars) 2/",11615,13062,14055,14994,16346,16928,17566,18451,19732,21212,22416,23149,24790,25987,27401,29080,30835,32791,35192,37436
"14540","Bowling Green, KY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",776348,902933,963143,999561,1135188,1195288,1207908,1275438,1404839,1536005,1608506,1723952,1881486,1992916,2138330,2249560,2414904,2591321,2711781,2852483
"14540","Bowling Green, KY (Metropolitan Statistical Area)","2","Population (persons) 1/",107557,109593,114875,116854,113805,113170,112523,112227,112325,112679,114270,115583,117502,120327,122686,125345,127749,130090,132238,133747
"14540","Bowling Green, KY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7218,8239,8384,8554,9975,10562,10735,11365,12507,13632,14076,14915,16012,16563,17429,17947,18904,19919,20507,21327
"14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1625238,1785897,1981503,2208199,2323081,2450140,2521180,2709242,2998253,3260819,3784198,4157382,4501517,4743043,4957911,5229188,5495060,5942242,6200280,6492787
"14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)","2","Population (persons) 1/",148762,154907,155059,160515,161742,163546,164293,169760,178929,182461,191879,199636,209562,211262,214422,223391,226584,229403,228878,229393
"14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10925,11529,12779,13757,14363,14981,15346,15959,16757,17871,19722,20825,21481,22451,23122,23408,24252,25903,27090,28304
"14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",12114690,13778176,14892004,15790894,17748238,19125106,20490336,22322461,24980133,27114309,27933582,28246727,31689819,32629970,33471898,36425112,39005828,41990761,46637033,49621767
"14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)","2","Population (persons) 1/",808703,813186,817943,821854,825107,830396,831797,828277,826605,827517,828860,833094,834372,838945,842482,848057,854421,861020,868651,877043
"14860","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",14980,16943,18207,19214,21510,23031,24634,26950,30220,32766,33701,33906,37980,38894,39730,42951,45652,48769,53689,56578
"15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1235507,1455488,1561377,1672892,1774807,1926454,1983233,2043684,2205592,2380309,2650173,2857614,3203167,3476116,3700012,3869868,4086295,4365735,4649258,4810831
"15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)","2","Population (persons) 1/",211944,220184,230718,238878,242355,245894,250996,253714,254410,256512,261728,269261,277322,288297,297316,304928,312086,318281,324556,330277
"15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",5829,6610,6767,7003,7323,7834,7901,8055,8669,9280,10126,10613,11550,12057,12445,12691,13093,13717,14325,14566
"15260","Brunswick, GA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",600992,667188,706194,756277,839210,920227,993481,1054558,1150821,1271085,1356242,1426502,1538624,1625010,1731405,1871148,2025088,2138358,2284621,2360964
"15260","Brunswick, GA (Metropolitan Statistical Area)","2","Population (persons) 1/",71952,72718,73627,74420,75513,76517,77877,79049,80269,81414,82437,83303,84259,85624,86487,87522,88541,90027,91160,92420
"15260","Brunswick, GA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8353,9175,9592,10162,11113,12026,12757,13341,14337,15613,16452,17124,18261,18978,20019,21379,22872,23752,25062,25546
"15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",12362259,13489641,14206810,14899860,16286109,17216569,18118687,18859407,20208866,21653398,23061417,23541813,24696198,25198310,26119373,27236237,28053194,29053334,29993114,31175518
"15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","2","Population (persons) 1/",1241275,1232720,1223579,1210449,1197531,1191856,1184555,1179756,1181174,1185954,1190943,1194992,1198490,1200744,1200479,1197885,1194167,1186175,1178462,1173102
"15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9959,10943,11611,12309,13600,14445,15296,15986,17109,18258,19364,19700,20606,20986,21757,22737,23492,24493,25451,26575
"15500","Burlington, NC (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",871795,979962,1050004,1133432,1254093,1334700,1448617,1548484,1682733,1829543,1901481,1981909,2111525,2245397,2379702,2545725,2695792,2900497,3120173,3286244
"15500","Burlington, NC (Metropolitan Statistical Area)","2","Population (persons) 1/",99532,100083,101000,101559,101706,102524,103515,105072,106327,107425,108695,110762,112825,114678,116788,118796,121263,123877,126232,128743
"15500","Burlington, NC (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8759,9791,10396,11160,12331,13018,13994,14737,15826,17031,17494,17893,18715,19580,20376,21429,22231,23414,24718,25526
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1428519,1622347,1768338,1913244,2106272,2313562,2495723,2708768,2991002,3346857,3521968,3614329,3852004,4023183,4184528,4461385,4741595,5001261,5400717,5811248
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","2","Population (persons) 1/",155430,157017,158663,160287,161724,163751,165834,167755,171477,174979,177757,179447,181178,183909,187186,189300,191043,193040,194691,197026
"15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9191,10332,11145,11936,13024,14129,15050,16147,17443,19127,19813,20141,21261,21876,22355,23568,24820,25908,27740,29495
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",527810,637140,695208,736046,807286,880016,950696,1042225,1178101,1293795,1395218,1475771,1554785,1585392,1638346,1713367,1842676,2113630,2357991,2446885
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","2","Population (persons) 1/",60176,61182,61697,62450,63245,64618,66570,69083,71785,74130,76361,77952,78815,77994,78737,79222,80633,83165,84967,85627
"15680","California-Lexington Park, MD (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8771,10414,11268,11786,12764,13619,14281,15087,16412,17453,18271,18932,19727,20327,20808,21627,22853,25415,27752,28576
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",3960435,4377425,4520150,4673058,5082542,5308867,5454943,5716044,6115930,6556918,6931864,7042221,7530403,7861478,8293385,8681847,9048955,9423245,10116585,10415807
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","2","Population (persons) 1/",404365,403233,401616,399727,399131,396527,393569,392135,393752,394481,394606,397025,399399,402098,403612,404924,405915,406235,406189,406983
"15940","Canton-Massillon, OH (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",9794,10856,11255,11691,12734,13388,13860,14577,15532,16622,17567,17737,18854,19551,20548,21441,22293,23197,24906,25593
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2149997,2569819,2744856,3093013,3531951,3987867,4441540,4920677,5486734,6386328,6807498,6933177,7308276,7782306,8330303,9093151,9535549,10162884,10974190,11553777
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","2","Population (persons) 1/",208050,218795,230932,241554,255299,267107,280483,295262,306842,322253,339012,351069,359679,368938,380928,391823,400723,410841,421889,431981
"15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10334,11745,11886,12805,13835,14930,15835,16665,17881,19818,20080,19749,20319,21094,21868,23207,23796,24737,26012,26746
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",632790,720486,755887,802466,892923,948768,996935,1063917,1115402,1204185,1238100,1301814,1403424,1474699,1560150,1662831,1736429,1828121,1933162,2040148
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","2","Population (persons) 1/",81562,82038,81576,81546,81732,82211,82368,82524,82775,82734,83037,83892,85118,85803,86267,87084,87975,88270,88682,90016
"16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",7758,8782,9266,9841,10925,11541,12103,12892,13475,14555,14910,15518,16488,17187,18085,19095,19738,20711,21799,22664
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1031878,1143541,1256796,1334394,1452215,1511897,1549973,1621447,1679339,1812193,1883064,1948557,2105784,2156131,2281454,2406251,2503882,2610205,2731695,2849089
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","2","Population (persons) 1/",128383,130453,130280,130778,130139,130992,130792,131172,130569,130245,130094,130041,131336,132350,133285,133889,134097,134438,134607,134280
"16060","Carbondale-Marion, IL (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",8037,8766,9647,10204,11159,11542,11851,12361,12862,13914,14475,14984,16034,16291,17117,17972,18672,19416,20294,21218
"16180","Carson City, NV (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",397895,452262,475708,503576,552520,601045,646402,672934,736821,808735,872217,941474,1025626,1080695,1163386,1260239,1338679,1431386,1520342,1583153
"16180","Carson City, NV (Metropolitan Statistical Area)","2","Population (persons) 1/",32323,33475,34324,34654,35260,36389,37086,37403,38379,39657,40714,41926,43231,44572,46108,47768,49290,50463,50864,51953
"16180","Carson City, NV (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",12310,13510,13859,14532,15670,16517,17430,17991,19199,20393,21423,22456,23724,24246,25232,26382,27159,28365,29890,30473
"16220","Casper, WY (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1016095,1180992,1206850,1122025,1149274,1135127,1032877,1037545,1049271,1177887,1300666,1307580,1385029,1459222,1500533,1525891,1589804,1730814,1799995,1908060
"16220","Casper, WY (Metropolitan Statistical Area)","2","Population (persons) 1/",72523,75042,77094,76292,73166,71569,69177,64552,62507,61722,61296,62312,63087,63981,65316,65687,65859,66311,66146,66282
"16220","Casper, WY (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",14011,15738,15654,14707,15708,15861,14931,16073,16786,19084,21219,20984,21954,22807,22973,23230,24140,26101,27212,28787
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",2207069,2434346,2520131,2570471,2827567,2966502,3118213,3313101,3484804,3856667,4039220,4162304,4412071,4585152,4933129,5223835,5586117,5912525,6459082,6805175
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)","2","Population (persons) 1/",213666,212534,210374,208238,207969,206995,205865,205577,207415,209528,211200,213453,216818,219948,222711,226357,227938,230490,232402,235365
"16300","Cedar Rapids, IA (Metropolitan Statistical Area)","3","Per capita personal income (dollars) 2/",10330,11454,11979,12344,13596,14331,15147,16116,16801,18406,19125,19500,20349,20847,22150,23078,24507,25652,27793,28913
"16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","1","Personal income (thousands of dollars)",1059936,1180283,1245982,1300079,1415951,1524474,1607610,1701619,1820976,1963437,2106171,2195668,2314959,2414863,2507603,2595338,2775625,2881522,3064641,3164256
"16540","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","2","Population (persons) 1/",113810,114302,114688,115293,116482,116882,117464,117819,118953,119780,121503,123039,124095,125056,126002,126479,126897,127696,128492,128875
